airline,flight_no,from_iata,from_city,to_iata,to_city
GS,GS690,KOW,赣州,KHN,南昌
GS,GS690,KOW,赣州,ZUH,珠海
GS,GS690,KRL,库尔勒,URC,乌鲁木齐
GS,GS690,KRY,克拉玛依,URC,乌鲁木齐
GS,GS690,KWE,贵阳,CGO,郑州
GS,GS690,KWE,贵阳,CKG,重庆
GS,GS690,KWE,贵阳,HAK,海口
GS,GS690,KWE,贵阳,KWL,桂林
GS,GS690,KWE,贵阳,MIG,绵阳
GS,GS690,KWE,贵阳,NNG,南宁
GS,GS690,KWE,贵阳,TEN,铜仁
GS,GS690,KWE,贵阳,TYN,太原
GS,GS690,KWE,贵阳,WUH,武汉
GS,GS690,KWE,贵阳,XIY,西安
GS,GS690,KWL,桂林,CGO,郑州
GS,GS690,KWL,桂林,HAK,海口
GS,GS690,KWL,桂林,KWE,贵阳
GS,GS690,KWL,桂林,LHW,兰州
GS,GS690,KWL,桂林,XIY,西安
GS,GS690,KWL,桂林,ZUH,珠海
GS,GS690,LHW,兰州,DNH,敦煌
GS,GS690,LHW,兰州,IQN,庆阳
GS,GS690,LHW,兰州,JGN,嘉峪关
GS,GS690,LHW,兰州,JIC,金昌
GS,GS690,LHW,兰州,KWL,桂林
GS,GS690,LHW,兰州,TYN,太原
GS,GS690,LHW,兰州,XIY,西安
GS,GS690,LHW,兰州,YZY,张掖
GS,GS690,LYA,洛阳,BHY,北海
GS,GS690,LYI,临沂,CSX,长沙
GS,GS690,LYI,临沂,DLC,大连
GS,GS690,LYI,临沂,WNZ,温州
GS,GS690,LYI,临沂,WUH,武汉
GS,GS690,LYI,临沂,YIW,义乌
GS,GS690,LZO,泸州,HAK,海口
GS,GS690,LZO,泸州,NNG,南宁
GS,GS690,LZO,泸州,XIY,西安
GS,GS690,MDG,牡丹江,SHE,沈阳
GS,GS690,MIG,绵阳,KWE,贵阳
GS,GS690,NAO,南充,XIY,西安
GS,GS690,NGB,宁波,SWA,汕头
GS,GS690,NGB,宁波,TSN,天津
GS,GS690,NKG,南京,DSN,鄂尔多斯
GS,GS690,NKG,南京,SWA,汕头
GS,GS690,NKG,南京,XMN,厦门
GS,GS690,NLT,新源,URC,乌鲁木齐
GS,GS690,NNG,南宁,CGO,郑州
GS,GS690,NNG,南宁,CSX,长沙
GS,GS690,NNG,南宁,HAK,海口
GS,GS690,NNG,南宁,HFE,合肥
GS,GS690,NNG,南宁,JJN,泉州
GS,GS690,NNG,南宁,KHN,南昌
GS,GS690,NNG,南宁,KMG,昆明
GS,GS690,NNG,南宁,KWE,贵阳
GS,GS690,NNG,南宁,LZO,泸州
GS,GS690,NNG,南宁,WNZ,温州
GS,GS690,NNG,南宁,WUH,武汉
GS,GS690,NNG,南宁,XIY,西安
GS,GS690,NZH,满洲里,HET,呼和浩特
GS,GS690,PEK,北京,AQG,安庆
GS,GS690,RLK,巴彦淖尔,HET,呼和浩特
GS,GS690,RLK,巴彦淖尔,XIY,西安
GS,GS690,SHA,上海,TSN,天津
GS,GS690,SHE,沈阳,CIF,赤峰
GS,GS690,SHE,沈阳,DAT,大同
GS,GS690,SHE,沈阳,HLH,乌兰浩特
GS,GS690,SHE,沈阳,JMU,佳木斯
GS,GS690,SHE,沈阳,MDG,牡丹江
GS,GS690,SHE,沈阳,TSN,天津
GS,GS690,SJW,石家庄,DSN,鄂尔多斯
GS,GS690,SJW,石家庄,KHN,南昌
GS,GS690,SJW,石家庄,TAO,青岛
GS,GS690,SWA,汕头,CGO,郑州
GS,GS690,SWA,汕头,CSX,长沙
GS,GS690,SWA,汕头,HAK,海口
GS,GS690,SWA,汕头,HFE,合肥
GS,GS690,SWA,汕头,HGH,杭州
GS,GS690,SWA,汕头,NGB,宁波
GS,GS690,SWA,汕头,NKG,南京
GS,GS690,SWA,汕头,YIW,义乌
GS,GS690,SWA,汕头,ZHA,湛江
GS,GS690,SYX,三亚,CGO,郑州
GS,GS690,SYX,三亚,TSN,天津
GS,GS690,SYX,三亚,WUH,武汉
GS,GS690,SYX,三亚,ZYI,遵义
GS,GS690,TAO,青岛,CGO,郑州
GS,GS690,TAO,青岛,FOC,福州
GS,GS690,TAO,青岛,HFE,合肥
GS,GS690,TAO,青岛,SJW,石家庄
GS,GS690,TAO,青岛,TSN,天津
GS,GS690,TAO,青岛,WNZ,温州
GS,GS690,TCG,塔城,URC,乌鲁木齐
GS,GS690,TEN,铜仁,KWE,贵阳
GS,GS690,TGO,通辽,HET,呼和浩特
GS,GS690,TGO,通辽,TNA,济南
GS,GS690,TNA,济南,TGO,通辽
GS,GS690,TSN,天津,BAV,包头
GS,GS690,TSN,天津,CGO,郑州
GS,GS690,TSN,天津,CGQ,长春
GS,GS690,TSN,天津,CIF,赤峰
GS,GS690,TSN,天津,CKG,重庆
GS,GS690,TSN,天津,CSX,长沙
GS,GS690,TSN,天津,DLC,大连
GS,GS690,TSN,天津,DSN,鄂尔多斯
GS,GS690,TSN,天津,FUG,阜阳
GS,GS690,TSN,天津,HET,呼和浩特
GS,GS690,TSN,天津,HGH,杭州
GS,GS690,TSN,天津,HIA,淮安
GS,GS690,TSN,天津,KHN,南昌
GS,GS690,TSN,天津,NGB,宁波
GS,GS690,TSN,天津,SHA,上海
GS,GS690,TSN,天津,SHE,沈阳
GS,GS690,TSN,天津,SYX,三亚
GS,GS690,TSN,天津,TAO,青岛
GS,GS690,TSN,天津,TXN,黄山
GS,GS690,TSN,天津,TYN,太原
GS,GS690,TSN,天津,URC,乌鲁木齐
GS,GS690,TSN,天津,WUH,武汉
GS,GS690,TSN,天津,XIY,西安
GS,GS690,TSN,天津,YNT,烟台
GS,GS690,TXN,黄山,HAK,海口
GS,GS690,TXN,黄山,TSN,天津
GS,GS690,TYN,太原,CIH,长治
GS,GS690,TYN,太原,KWE,贵阳
GS,GS690,TYN,太原,LHW,兰州
GS,GS690,TYN,太原,TSN,天津
GS,GS690,URC,乌鲁木齐,AAT,阿勒泰
GS,GS690,URC,乌鲁木齐,AKU,阿克苏
GS,GS690,URC,乌鲁木齐,BPL,博乐
GS,GS690,URC,乌鲁木齐,CGO,郑州
GS,GS690,URC,乌鲁木齐,DSN,鄂尔多斯
GS,GS690,URC,乌鲁木齐,HMI,哈密
GS,GS690,URC,乌鲁木齐,HTN,和田
GS,GS690,URC,乌鲁木齐,KCA,库车
GS,GS690,URC,乌鲁木齐,KHG,喀什
GS,GS690,URC,乌鲁木齐,KRL,库尔勒
GS,GS690,URC,乌鲁木齐,KRY,克拉玛依
GS,GS690,URC,乌鲁木齐,NLT,新源
GS,GS690,URC,乌鲁木齐,TCG,塔城
GS,GS690,URC,乌鲁木齐,TSN,天津
GS,GS690,URC,乌鲁木齐,YIN,伊宁
GS,GS690,UYN,榆林,XIY,西安
GS,GS690,WNZ,温州,FUG,阜阳
GS,GS690,WNZ,温州,HIA,淮安
GS,GS690,WNZ,温州,KHN,南昌
GS,GS690,WNZ,温州,LYI,临沂
GS,GS690,WNZ,温州,NNG,南宁
GS,GS690,WNZ,温州,TAO,青岛
GS,GS690,WUA,乌海,HET,呼和浩特
GS,GS690,WUH,武汉,DSN,鄂尔多斯
GS,GS690,WUH,武汉,HGH,杭州
GS,GS690,WUH,武汉,KWE,贵阳
GS,GS690,WUH,武汉,LYI,临沂
GS,GS690,WUH,武汉,NNG,南宁
GS,GS690,WUH,武汉,SYX,三亚
GS,GS690,WUH,武汉,TSN,天津
GS,GS690,XIL,锡林浩特,HET,呼和浩特
GS,GS690,XIY,西安,BAV,包头
GS,GS690,XIY,西安,CGD,常德
GS,GS690,XIY,西安,CKG,重庆
GS,GS690,XIY,西安,CSX,长沙
GS,GS690,XIY,西安,DAT,大同
GS,GS690,XIY,西安,DSN,鄂尔多斯
GS,GS690,XIY,西安,FUG,阜阳
GS,GS690,XIY,西安,HET,呼和浩特
GS,GS690,XIY,西安,HFE,合肥
GS,GS690,XIY,西安,HIA,淮安
GS,GS690,XIY,西安,HMI,哈密
GS,GS690,XIY,西安,IQN,庆阳
GS,GS690,XIY,西安,JIC,金昌
GS,GS690,XIY,西安,KMG,昆明
GS,GS690,XIY,西安,KWE,贵阳
GS,GS690,XIY,西安,KWL,桂林
GS,GS690,XIY,西安,LHW,兰州
GS,GS690,XIY,西安,LZO,泸州
GS,GS690,XIY,西安,NAO,南充
GS,GS690,XIY,西安,NNG,南宁
GS,GS690,XIY,西安,RLK,巴彦淖尔
GS,GS690,XIY,西安,TSN,天津
GS,GS690,XIY,西安,UYN,榆林
GS,GS690,XIY,西安,YIH,宜昌
GS,GS690,XIY,西安,YZY,张掖
GS,GS690,XIY,西安,ZYI,遵义
GS,GS690,XMN,厦门,CGD,常德
GS,GS690,XMN,厦门,FUG,阜阳
GS,GS690,XMN,厦门,NKG,南京
GS,GS690,XMN,厦门,ZYI,遵义
GS,GS690,YIH,宜昌,XIY,西安
GS,GS690,YIN,伊宁,URC,乌鲁木齐
GS,GS690,YIW,义乌,JJN,泉州
GS,GS690,YIW,义乌,LYI,临沂
GS,GS690,YIW,义乌,SWA,汕头
GS,GS690,YNT,烟台,TSN,天津
GS,GS690,YZY,张掖,LHW,兰州
GS,GS690,YZY,张掖,XIY,西安
GS,GS690,ZHA,湛江,HAK,海口
GS,GS690,ZHA,湛江,KMG,昆明
GS,GS690,ZHA,湛江,SWA,汕头
GS,GS690,ZUH,珠海,HAK,海口
GS,GS690,ZUH,珠海,KOW,赣州
GS,GS690,ZUH,珠海,KWL,桂林
GS,GS690,ZYI,遵义,CSX,长沙
GS,GS690,ZYI,遵义,HAK,海口
GS,GS690,ZYI,遵义,SYX,三亚
GS,GS690,ZYI,遵义,XIY,西安
GS,GS690,ZYI,遵义,XMN,厦门
HO,HO3081,BAV,包头,PVG,上海
HO,HO3081,BFJ,毕节,KMG,昆明
HO,HO3081,BFJ,毕节,SHA,上海
HO,HO3081,BHY,北海,PVG,上海
HO,HO3081,BHY,北海,SZX,深圳
HO,HO3081,CAN,广州,PVG,上海
HO,HO3081,CAN,广州,SHA,上海
HO,HO3081,CGQ,长春,PVG,上海
HO,HO3081,CIH,长治,SHA,上海
HO,HO3081,CKG,重庆,PVG,上海
HO,HO3081,CKG,重庆,SHA,上海
HO,HO3081,CSX,长沙,KWE,贵阳
HO,HO3081,CSX,长沙,LJG,丽江
HO,HO3081,CSX,长沙,PVG,上海
HO,HO3081,CSX,长沙,SHA,上海
HO,HO3081,CSX,长沙,WNZ,温州
HO,HO3081,CTU,成都,JUH,池州
HO,HO3081,CTU,成都,SHA,上海
HO,HO3081,DLC,大连,HGH,杭州
HO,HO3081,DLC,大连,PVG,上海
HO,HO3081,DOY,东营,PVG,上海
HO,HO3081,FOC,福州,PVG,上海
HO,HO3081,HAK,海口,PVG,上海
HO,HO3081,HAK,海口,SHA,上海
HO,HO3081,HGH,杭州,DLC,大连
HO,HO3081,HGH,杭州,KWE,贵阳
HO,HO3081,HGH,杭州,KWL,桂林
HO,HO3081,HGH,杭州,TAO,青岛
HO,HO3081,HLD,海拉尔,TGO,通辽
HO,HO3081,HRB,哈尔滨,PVG,上海
HO,HO3081,JUH,池州,CTU,成都
HO,HO3081,JUH,池州,SHA,上海
HO,HO3081,KMG,昆明,BFJ,毕节
HO,HO3081,KMG,昆明,SHA,上海
HO,HO3081,KWE,贵阳,CSX,长沙
HO,HO3081,KWE,贵阳,HGH,杭州
HO,HO3081,KWE,贵阳,SHA,上海
HO,HO3081,KWE,贵阳,SZX,深圳
HO,HO3081,KWL,桂林,HGH,杭州
HO,HO3081,KWL,桂林,PVG,上海
HO,HO3081,LCX,龙岩,SHA,上海
HO,HO3081,LJG,丽江,CSX,长沙
HO,HO3081,LJG,丽江,WUH,武汉
HO,HO3081,NNG,南宁,SHA,上海
HO,HO3081,PEK,北京,SHA,上海
HO,HO3081,PVG,上海,BAV,包头
HO,HO3081,PVG,上海,BHY,北海
HO,HO3081,PVG,上海,CAN,广州
HO,HO3081,PVG,上海,CGQ,长春
HO,HO3081,PVG,上海,CKG,重庆
HO,HO3081,PVG,上海,DLC,大连
HO,HO3081,PVG,上海,DOY,东营
HO,HO3081,PVG,上海,FOC,福州
HO,HO3081,PVG,上海,HAK,海口
HO,HO3081,PVG,上海,HRB,哈尔滨
HO,HO3081,PVG,上海,KWL,桂林
HO,HO3081,PVG,上海,SHE,沈阳
HO,HO3081,PVG,上海,SYX,三亚
HO,HO3081,PVG,上海,SZX,深圳
HO,HO3081,PVG,上海,TAO,青岛
HO,HO3081,PVG,上海,TGO,通辽
HO,HO3081,PVG,上海,TSN,天津
HO,HO3081,PVG,上海,WUH,武汉
HO,HO3081,PVG,上海,XFN,襄阳
HO,HO3081,PVG,上海,XIY,西安
HO,HO3081,PVG,上海,XMN,厦门
HO,HO3081,PVG,上海,ZUH,珠海
HO,HO3081,SHA,上海,BFJ,毕节
HO,HO3081,SHA,上海,CAN,广州
HO,HO3081,SHA,上海,CIH,长治
HO,HO3081,SHA,上海,CKG,重庆
HO,HO3081,SHA,上海,CSX,长沙
HO,HO3081,SHA,上海,CTU,成都
HO,HO3081,SHA,上海,JUH,池州
HO,HO3081,SHA,上海,KMG,昆明
HO,HO3081,SHA,上海,KWE,贵阳
HO,HO3081,SHA,上海,LCX,龙岩
HO,HO3081,SHA,上海,NNG,南宁
HO,HO3081,SHA,上海,PEK,北京
HO,HO3081,SHA,上海,SYX,三亚
HO,HO3081,SHA,上海,SZX,深圳
HO,HO3081,SHA,上海,TAO,青岛
HO,HO3081,SHA,上海,TSN,天津
HO,HO3081,SHA,上海,TYN,太原
HO,HO3081,SHA,上海,URC,乌鲁木齐
HO,HO3081,SHA,上海,WNZ,温州
HO,HO3081,SHA,上海,WUH,武汉
HO,HO3081,SHA,上海,XIY,西安
HO,HO3081,SHA,上海,XMN,厦门
HO,HO3081,SHA,上海,ZUH,珠海
HO,HO3081,SHE,沈阳,PVG,上海
HO,HO3081,SYX,三亚,PVG,上海
HO,HO3081,SYX,三亚,SHA,上海
HO,HO3081,SZX,深圳,BHY,北海
HO,HO3081,SZX,深圳,KWE,贵阳
HO,HO3081,SZX,深圳,PVG,上海
HO,HO3081,SZX,深圳,SHA,上海
HO,HO3081,TAO,青岛,HGH,杭州
HO,HO3081,TAO,青岛,PVG,上海
HO,HO3081,TAO,青岛,SHA,上海
HO,HO3081,TGO,通辽,HLD,海拉尔
HO,HO3081,TGO,通辽,PVG,上海
HO,HO3081,TSN,天津,PVG,上海
HO,HO3081,TSN,天津,SHA,上海
HO,HO3081,TYN,太原,SHA,上海
HO,HO3081,URC,乌鲁木齐,SHA,上海
HO,HO3081,WNZ,温州,CSX,长沙
HO,HO3081,WNZ,温州,SHA,上海
HO,HO3081,WUH,武汉,LJG,丽江
HO,HO3081,WUH,武汉,PVG,上海
HO,HO3081,WUH,武汉,SHA,上海
HO,HO3081,XFN,襄阳,PVG,上海
HO,HO3081,XIY,西安,PVG,上海
HO,HO3081,XIY,西安,SHA,上海
HO,HO3081,XIY,西安,XNN,西宁
HO,HO3081,XMN,厦门,PVG,上海
HO,HO3081,XMN,厦门,SHA,上海
HO,HO3081,XNN,西宁,XIY,西安
HO,HO3081,ZUH,珠海,PVG,上海
HO,HO3081,ZUH,珠海,SHA,上海
HU,HU2660,AEB,百色,CAN,广州
HU,HU2660,AKU,阿克苏,URC,乌鲁木齐
HU,HU2660,BAV,包头,PEK,北京
HU,HU2660,CAN,广州,AEB,百色
HU,HU2660,CAN,广州,CGO,郑州
HU,HU2660,CAN,广州,CKG,重庆
HU,HU2660,CAN,广州,DOY,东营
HU,HU2660,CAN,广州,FOC,福州
HU,HU2660,CAN,广州,HAK,海口
HU,HU2660,CAN,广州,HFE,合肥
HU,HU2660,CAN,广州,HGH,杭州
HU,HU2660,CAN,广州,KHN,南昌
HU,HU2660,CAN,广州,KWE,贵阳
HU,HU2660,CAN,广州,NGB,宁波
HU,HU2660,CAN,广州,NKG,南京
HU,HU2660,CAN,广州,PEK,北京
HU,HU2660,CAN,广州,SYX,三亚
HU,HU2660,CAN,广州,TAO,青岛
HU,HU2660,CAN,广州,TSN,天津
HU,HU2660,CAN,广州,TYN,太原
HU,HU2660,CAN,广州,URC,乌鲁木齐
HU,HU2660,CAN,广州,WEF,潍坊
HU,HU2660,CAN,广州,WNZ,温州
HU,HU2660,CAN,广州,XIY,西安
HU,HU2660,CAN,广州,YIH,宜昌
HU,HU2660,CGO,郑州,CAN,广州
HU,HU2660,CGO,郑州,CGQ,长春
HU,HU2660,CGO,郑州,DLC,大连
HU,HU2660,CGO,郑州,FOC,福州
HU,HU2660,CGO,郑州,HAK,海口
HU,HU2660,CGO,郑州,HET,呼和浩特
HU,HU2660,CGO,郑州,HGH,杭州
HU,HU2660,CGO,郑州,KRL,库尔勒
HU,HU2660,CGO,郑州,KWE,贵阳
HU,HU2660,CGO,郑州,KWL,桂林
HU,HU2660,CGO,郑州,SYX,三亚
HU,HU2660,CGO,郑州,SZX,深圳
HU,HU2660,CGO,郑州,URC,乌鲁木齐
HU,HU2660,CGO,郑州,XMN,厦门
HU,HU2660,CGQ,长春,CGO,郑州
HU,HU2660,CGQ,长春,PEK,北京
HU,HU2660,CIH,长治,HAK,海口
HU,HU2660,CIH,长治,PEK,北京
HU,HU2660,CIH,长治,TSN,天津
HU,HU2660,CIH,长治,TYN,太原
HU,HU2660,CIH,长治,XMN,厦门
HU,HU2660,CKG,重庆,CAN,广州
HU,HU2660,CKG,重庆,CSX,长沙
HU,HU2660,CKG,重庆,ENY,延安
HU,HU2660,CKG,重庆,HAK,海口
HU,HU2660,CKG,重庆,HGH,杭州
HU,HU2660,CKG,重庆,KWL,桂林
HU,HU2660,CKG,重庆,LHW,兰州
HU,HU2660,CKG,重庆,PEK,北京
HU,HU2660,CKG,重庆,SYX,三亚
HU,HU2660,CKG,重庆,SZX,深圳
HU,HU2660,CKG,重庆,URC,乌鲁木齐
HU,HU2660,CKG,重庆,WNZ,温州
HU,HU2660,CKG,重庆,XIY,西安
HU,HU2660,CKG,重庆,XNN,西宁
HU,HU2660,CSX,长沙,CKG,重庆
HU,HU2660,CSX,长沙,FOC,福州
HU,HU2660,CSX,长沙,HAK,海口
HU,HU2660,CSX,长沙,HET,呼和浩特
HU,HU2660,CSX,长沙,HGH,杭州
HU,HU2660,CSX,长沙,LHW,兰州
HU,HU2660,CSX,长沙,NGB,宁波
HU,HU2660,CSX,长沙,NNG,南宁
HU,HU2660,CSX,长沙,PEK,北京
HU,HU2660,CSX,长沙,SYX,三亚
HU,HU2660,CSX,长沙,TNA,济南
HU,HU2660,CSX,长沙,TYN,太原
HU,HU2660,CSX,长沙,XIY,西安
HU,HU2660,CSX,长沙,XMN,厦门
HU,HU2660,CSX,长沙,XUZ,徐州
HU,HU2660,CTU,成都,HAK,海口
HU,HU2660,CTU,成都,JZH,九寨沟
HU,HU2660,CTU,成都,PEK,北京
HU,HU2660,CTU,成都,SZX,深圳
HU,HU2660,CTU,成都,URC,乌鲁木齐
HU,HU2660,CTU,成都,XIY,西安
HU,HU2660,DLC,大连,CGO,郑州
HU,HU2660,DLC,大连,HFE,合肥
HU,HU2660,DLC,大连,JMU,佳木斯
HU,HU2660,DLC,大连,NGB,宁波
HU,HU2660,DLC,大连,NKG,南京
HU,HU2660,DLC,大连,PEK,北京
HU,HU2660,DLC,大连,TYN,太原
HU,HU2660,DLC,大连,WEF,潍坊
HU,HU2660,DLC,大连,WUH,武汉
HU,HU2660,DLC,大连,XIY,西安
HU,HU2660,DOY,东营,CAN,广州
HU,HU2660,DOY,东营,HRB,哈尔滨
HU,HU2660,DOY,东营,PEK,北京
HU,HU2660,ENY,延安,CKG,重庆
HU,HU2660,ENY,延安,PEK,北京
HU,HU2660,FOC,福州,CAN,广州
HU,HU2660,FOC,福州,CGO,郑州
HU,HU2660,FOC,福州,CSX,长沙
HU,HU2660,FOC,福州,HAK,海口
HU,HU2660,FOC,福州,HFE,合肥
HU,HU2660,FOC,福州,NKG,南京
HU,HU2660,FOC,福州,PEK,北京
HU,HU2660,FOC,福州,XIY,西安
HU,HU2660,HAK,海口,CAN,广州
HU,HU2660,HAK,海口,CGO,郑州
HU,HU2660,HAK,海口,CIH,长治
HU,HU2660,HAK,海口,CKG,重庆
HU,HU2660,HAK,海口,CSX,长沙
HU,HU2660,HAK,海口,CTU,成都
HU,HU2660,HAK,海口,FOC,福州
HU,HU2660,HAK,海口,HFE,合肥
HU,HU2660,HAK,海口,HGH,杭州
HU,HU2660,HAK,海口,KHN,南昌
HU,HU2660,HAK,海口,KMG,昆明
HU,HU2660,HAK,海口,KWE,贵阳
HU,HU2660,HAK,海口,KWL,桂林
HU,HU2660,HAK,海口,NKG,南京
HU,HU2660,HAK,海口,NNG,南宁
HU,HU2660,HAK,海口,PEK,北京
HU,HU2660,HAK,海口,PVG,上海
HU,HU2660,HAK,海口,SZX,深圳
HU,HU2660,HAK,海口,TYN,太原
HU,HU2660,HAK,海口,WUH,武汉
HU,HU2660,HAK,海口,XMN,厦门
HU,HU2660,HET,呼和浩特,CGO,郑州
HU,HU2660,HET,呼和浩特,CSX,长沙
HU,HU2660,HET,呼和浩特,HRB,哈尔滨
HU,HU2660,HET,呼和浩特,PEK,北京
HU,HU2660,HET,呼和浩特,XIY,西安
HU,HU2660,HFE,合肥,CAN,广州
HU,HU2660,HFE,合肥,DLC,大连
HU,HU2660,HFE,合肥,FOC,福州
HU,HU2660,HFE,合肥,HAK,海口
HU,HU2660,HFE,合肥,HRB,哈尔滨
HU,HU2660,HFE,合肥,LHW,兰州
HU,HU2660,HFE,合肥,SYX,三亚
HU,HU2660,HFE,合肥,SZX,深圳
HU,HU2660,HFE,合肥,TYN,太原
HU,HU2660,HFE,合肥,XMN,厦门
HU,HU2660,HGH,杭州,CAN,广州
HU,HU2660,HGH,杭州,CGO,郑州
HU,HU2660,HGH,杭州,CKG,重庆
HU,HU2660,HGH,杭州,CSX,长沙
HU,HU2660,HGH,杭州,HAK,海口
HU,HU2660,HGH,杭州,JNZ,锦州
HU,HU2660,HGH,杭州,PEK,北京
HU,HU2660,HGH,杭州,SHE,沈阳
HU,HU2660,HGH,杭州,SYX,三亚
HU,HU2660,HGH,杭州,SZX,深圳
HU,HU2660,HGH,杭州,TYN,太原
HU,HU2660,HGH,杭州,WEF,潍坊
HU,HU2660,HGH,杭州,WUH,武汉
HU,HU2660,HGH,杭州,XIY,西安
HU,HU2660,HLD,海拉尔,PEK,北京
HU,HU2660,HRB,哈尔滨,DOY,东营
HU,HU2660,HRB,哈尔滨,HET,呼和浩特
HU,HU2660,HRB,哈尔滨,HFE,合肥
HU,HU2660,HRB,哈尔滨,KHN,南昌
HU,HU2660,HRB,哈尔滨,PEK,北京
HU,HU2660,HRB,哈尔滨,TAO,青岛
HU,HU2660,HRB,哈尔滨,TNA,济南
HU,HU2660,HRB,哈尔滨,TSN,天津
HU,HU2660,JMU,佳木斯,DLC,大连
HU,HU2660,JMU,佳木斯,PEK,北京
HU,HU2660,JNZ,锦州,HGH,杭州
HU,HU2660,JZH,九寨沟,CTU,成都
HU,HU2660,KHG,喀什,URC,乌鲁木齐
HU,HU2660,KHN,南昌,CAN,广州
HU,HU2660,KHN,南昌,HAK,海口
HU,HU2660,KHN,南昌,HRB,哈尔滨
HU,HU2660,KHN,南昌,PEK,北京
HU,HU2660,KHN,南昌,SHE,沈阳
HU,HU2660,KHN,南昌,XIY,西安
HU,HU2660,KHN,南昌,XMN,厦门
HU,HU2660,KMG,昆明,HAK,海口
HU,HU2660,KMG,昆明,PEK,北京
HU,HU2660,KMG,昆明,SZX,深圳
HU,HU2660,KMG,昆明,XIY,西安
HU,HU2660,KRL,库尔勒,CGO,郑州
HU,HU2660,KRL,库尔勒,URC,乌鲁木齐
HU,HU2660,KWE,贵阳,CAN,广州
HU,HU2660,KWE,贵阳,CGO,郑州
HU,HU2660,KWE,贵阳,HAK,海口
HU,HU2660,KWE,贵阳,PEK,北京
HU,HU2660,KWE,贵阳,SYX,三亚
HU,HU2660,KWE,贵阳,SZX,深圳
HU,HU2660,KWE,贵阳,WUH,武汉
HU,HU2660,KWL,桂林,CGO,郑州
HU,HU2660,KWL,桂林,CKG,重庆
HU,HU2660,KWL,桂林,HAK,海口
HU,HU2660,KWL,桂林,PEK,北京
HU,HU2660,KWL,桂林,TYN,太原
HU,HU2660,LHW,兰州,CKG,重庆
HU,HU2660,LHW,兰州,CSX,长沙
HU,HU2660,LHW,兰州,HFE,合肥
HU,HU2660,LHW,兰州,PEK,北京
HU,HU2660,LHW,兰州,PVG,上海
HU,HU2660,LHW,兰州,SZX,深圳
HU,HU2660,LHW,兰州,TSN,天津
HU,HU2660,LHW,兰州,URC,乌鲁木齐
HU,HU2660,LHW,兰州,XIY,西安
HU,HU2660,LYI,临沂,SZX,深圳
HU,HU2660,MDG,牡丹江,PEK,北京
HU,HU2660,NDG,齐齐哈尔,PEK,北京
HU,HU2660,NGB,宁波,CAN,广州
HU,HU2660,NGB,宁波,CSX,长沙
HU,HU2660,NGB,宁波,DLC,大连
HU,HU2660,NGB,宁波,PEK,北京
HU,HU2660,NGB,宁波,SZX,深圳
HU,HU2660,NGB,宁波,TAO,青岛
HU,HU2660,NGB,宁波,WEF,潍坊
HU,HU2660,NKG,南京,CAN,广州
HU,HU2660,NKG,南京,DLC,大连
HU,HU2660,NKG,南京,FOC,福州
HU,HU2660,NKG,南京,HAK,海口
HU,HU2660,NKG,南京,SZX,深圳
HU,HU2660,NKG,南京,XIY,西安
HU,HU2660,NNG,南宁,CSX,长沙
HU,HU2660,NNG,南宁,HAK,海口
HU,HU2660,NNG,南宁,PEK,北京
HU,HU2660,NZH,满洲里,PEK,北京
HU,HU2660,PEK,北京,BAV,包头
HU,HU2660,PEK,北京,CAN,广州
HU,HU2660,PEK,北京,CGQ,长春
HU,HU2660,PEK,北京,CIH,长治
HU,HU2660,PEK,北京,CKG,重庆
HU,HU2660,PEK,北京,CSX,长沙
HU,HU2660,PEK,北京,CTU,成都
HU,HU2660,PEK,北京,DLC,大连
HU,HU2660,PEK,北京,DOY,东营
HU,HU2660,PEK,北京,ENY,延安
HU,HU2660,PEK,北京,FOC,福州
HU,HU2660,PEK,北京,HAK,海口
HU,HU2660,PEK,北京,HET,呼和浩特
HU,HU2660,PEK,北京,HGH,杭州
HU,HU2660,PEK,北京,HLD,海拉尔
HU,HU2660,PEK,北京,HRB,哈尔滨
HU,HU2660,PEK,北京,JMU,佳木斯
HU,HU2660,PEK,北京,KHN,南昌
HU,HU2660,PEK,北京,KMG,昆明
HU,HU2660,PEK,北京,KWE,贵阳
HU,HU2660,PEK,北京,KWL,桂林
HU,HU2660,PEK,北京,LHW,兰州
HU,HU2660,PEK,北京,MDG,牡丹江
HU,HU2660,PEK,北京,NDG,齐齐哈尔
HU,HU2660,PEK,北京,NGB,宁波
HU,HU2660,PEK,北京,NNG,南宁
HU,HU2660,PEK,北京,NZH,满洲里
HU,HU2660,PEK,北京,SHA,上海
HU,HU2660,PEK,北京,SYX,三亚
HU,HU2660,PEK,北京,SZX,深圳
HU,HU2660,PEK,北京,URC,乌鲁木齐
HU,HU2660,PEK,北京,UYN,榆林
HU,HU2660,PEK,北京,WEF,潍坊
HU,HU2660,PEK,北京,WNZ,温州
HU,HU2660,PEK,北京,WUA,乌海
HU,HU2660,PEK,北京,WUH,武汉
HU,HU2660,PEK,北京,XIY,西安
HU,HU2660,PEK,北京,XMN,厦门
HU,HU2660,PEK,北京,XNN,西宁
HU,HU2660,PEK,北京,YIH,宜昌
HU,HU2660,PVG,上海,HAK,海口
HU,HU2660,PVG,上海,LHW,兰州
HU,HU2660,PVG,上海,TYN,太原
HU,HU2660,PVG,上海,WEF,潍坊
HU,HU2660,PVG,上海,XIY,西安
